sample_duration,sample_offset,threshold_method,threshold,event_minimum_overlap,event_preictal_tolerance,event_postictal_tolerance,event_minimum_separation,event_maximum_duration,n_samples,n_true_seizures,total_duration,sample_roc_auc,sample_prc_auc,sample_tp,sample_tn,sample_fp,sample_fn,sample_sensitivity,sample_specificity,sample_precision,sample_recall,sample_f_score,sample_accuracy,sample_balanced_accuracy,event_tp,event_fp,event_sensitivity,event_precision,event_recall,event_f_score,event_false_detections_per_hour,event_false_detections_per_interictal_hour,event_average_detection_delay
3.96875,2,max_f_score,0.99609375,1e-06,30,60,90,360,7196,2,14393.96875,0.968225513832067,0.6700175900923792,229,6566,394,7,0.9703389830508474,0.9433908045977012,0.36757624398073835,0.9703389830508474,0.5331781140861467,0.9442745969983324,0.9568648938242743,3,43,1.5,0.06521739130434782,1.5,0.12499999999999999,10.7545043822608,11.193058568329718,-22.0
