sample_duration,sample_offset,threshold_method,threshold,event_minimum_overlap,event_preictal_tolerance,event_postictal_tolerance,event_minimum_separation,event_maximum_duration,n_samples,n_true_seizures,total_duration,sample_roc_auc,sample_prc_auc,sample_tp,sample_tn,sample_fp,sample_fn,sample_sensitivity,sample_specificity,sample_precision,sample_recall,sample_f_score,sample_accuracy,sample_balanced_accuracy,event_tp,event_fp,event_sensitivity,event_precision,event_recall,event_f_score,event_false_detections_per_hour,event_false_detections_per_interictal_hour,event_average_detection_delay
3.96875,2,max_f_score,0.97265625,1e-06,30,60,90,360,7196,2,14393.96875,0.9653443405415936,0.6918742512167454,203,6775,185,33,0.8601694915254238,0.9734195402298851,0.5231958762886598,0.8601694915254238,0.6506410256410257,0.9697053918843802,0.9167945158776545,5,47,2.5,0.09615384615384616,2.5,0.18518518518518517,11.754923394564129,12.234273318872017,-30.0
