,sample_duration,sample_offset,threshold_method,threshold,event_minimum_overlap,event_preictal_tolerance,event_postictal_tolerance,event_minimum_separation,event_maximum_duration,n_samples,n_true_seizures,total_duration,sample_roc_auc,sample_prc_auc,sample_tp,sample_tn,sample_fp,sample_fn,sample_sensitivity,sample_specificity,sample_precision,sample_recall,sample_f_score,sample_accuracy,sample_balanced_accuracy,event_tp,event_fp,event_sensitivity,event_precision,event_recall,event_f_score,event_false_detections_per_hour,event_false_detections_per_interictal_hour,event_average_detection_delay,inference_time,inference_energy,memory_ram,memory_flash,stimulation_energy,inference_duty_cycle,total_inference_energy,inference_energy_per_hour,event_tp_total_stimulation_energy,event_tp_stimulation_energy_per_hour,event_fp_total_stimulation_energy,event_fp_stimulation_energy_per_hour,event_total_stimulation_energy,event_stimulation_energy_per_hour,total_undesired_energy,undesired_energy_per_hour
0,4,2,max_f_score,0.4923902750015259,1e-06,30,60,90,360,1799,1,3600,0.9948262437505123,0.9533809365672755,52,1743,0,4,0.9285714285714286,1.0,1.0,0.9285714285714286,0.962962962962963,0.9977765425236242,0.9642857142857143,1,0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.024164699999999997,0.0002730729790079407,6752,114120,0.04391,0.012082349999999999,0.4912582892352853,0.4912582892352853,0.04391,0.04391,0.0,0.0,0.04391,0.04391,0.4912582892352853,0.4912582892352853
