layer_id,layer,duration,voltage_avg,voltage_stdev,voltage_min,voltage_max,current_avg,current_stdev,current_min,current_max,power_avg,power_stdev,power_min,power_max,energy
4,MAX_POOL_2D,8.4e-05,1.8024919,0.0006808158941566944,1.8009536,1.8040926,0.006185765,0.0006073971162550151,0.005092923,0.007333863,0.011149788,0.0010948108974844217,0.009181078,0.013209564,9.365822151303291e-07
5,PAD,0.000334,1.8020548,0.00066887226421386,1.8003726,1.8039362,0.0064582773,0.00048559947754256427,0.0048768064,0.0072054616,0.011638092,0.0008741141646169126,0.008793167,0.012976578,3.887122686952352e-06
6,CONV_2D,0.000989,1.8024275,0.0006102728075347841,1.8005902,1.8041351,0.006337083,0.00024142595066223294,0.004814621,0.0067988285,0.0114221275,0.0004350193194113672,0.008675449,0.012257002,1.1296484082937242e-05
7,PAD,0.001171,1.8020862,0.0006416576798073947,1.8001888,1.8040733,0.006606967,0.00030974906985647976,0.0049579903,0.007121567,0.011906315,0.0005580206634476781,0.008931406,0.012839206,1.394229444488883e-05
8,CONV_2D,0.003333,1.802258,0.0006703849066980183,1.7994747,1.8045552,0.0063890778,0.00023502969997934997,0.0048248726,0.0068806824,0.01151476,0.00042341972584836185,0.008696156,0.012405827,3.837869382183999e-05
9,PAD,0.001171,1.8022864,0.000662072969134897,1.7999989,1.8044709,0.0066040433,0.00030816879007034004,0.004720814,0.0071091116,0.011902373,0.0005553652881644666,0.008504725,0.012816754,1.393767911568284e-05
10,CONV_2D,0.003333,1.802133,0.000662292237393558,1.8000453,1.8048534,0.0063602948,0.00025210430612787604,0.004834973,0.006881646,0.011462084,0.00045405339915305376,0.008712699,0.012395925,3.820312603097409e-05
11,PAD,0.001171,1.8021473,0.0006750294705852866,1.7998353,1.8039242,0.006609587,0.000300955813145265,0.0047657616,0.007010848,0.011911434,0.0005421127425506711,0.00858961,0.012638116,1.3948289356194435e-05
12,CONV_2D,0.002729,1.8022656,0.0006410916103050113,1.8001292,1.8046573,0.00639721,0.00023793922446202487,0.005062863,0.0068670027,0.011529463,0.0004286195617169142,0.009123548,0.012376949,3.1463905463926494e-05
13,MAX_POOL_2D,0.000191,1.8020746,0.0006236443878151476,1.8004079,1.8042581,0.0063320952,0.0004305329348426312,0.004965001,0.006986548,0.011410912,0.0007759435684420168,0.008949109,0.0125871925,2.1794841093942522e-06
14,PAD,0.000325,1.8024746,0.0006661146180704236,1.800848,1.804625,0.0064589507,0.0004268428892828524,0.0050013433,0.0070455,0.011642089,0.000769275997299701,0.009011156,0.012695845,3.7836789619177578e-06
15,CONV_2D,0.001228,1.8020489,0.0006316330982372165,1.799658,1.8040011,0.006429895,0.0002502826100680977,0.004836198,0.006831672,0.011586971,0.0004507076519075781,0.008719103,0.012302172,1.422879995778203e-05
16,MAX_POOL_2D,0.00019,1.8025033,0.0005971835926175117,1.8008884,1.8041712,0.006153612,0.00039294216549023986,0.0051204585,0.0068424162,0.011091872,0.000707754516042769,0.009233072,0.012332406,2.1074557024985553e-06
17,AVERAGE_POOL_2D,5.1e-05,1.8024912,0.0006905136397108436,1.8007274,1.8038323,0.0057825563,0.00039116403786465526,0.004968522,0.0063472264,0.010423012,0.0007052468718029559,0.008956549,0.011438106,5.315736159682274e-07
18,RESHAPE,6e-06,1.802774,0.0005774663877673447,1.8019124,1.8034618,0.00485889,4.529496072791517e-05,0.0048044934,0.00493224,0.008759494,8.321748464368284e-05,0.008657277,0.008891859,5.25569636374712e-08
19,FULLY_CONNECTED,2.8e-05,1.8022435,0.0006877337582409382,1.8009163,1.8034419,0.005590636,0.00027450721245259047,0.0051879846,0.006077341,0.010075653,0.00049400026910007,0.009354026,0.010944782,2.821182832121849e-07
20,LOGISTIC,6e-06,1.8027936,0.0006160579505376518,1.8020356,1.8039907,0.005122315,3.3583091862965375e-05,0.00509012,0.0051806374,0.009234494,6.28534980933182e-05,0.009177691,0.009345822,5.540696159005165e-08
21,DEQUANTIZE,9e-06,1.8022745,0.0007523787789978087,1.8012325,1.8036418,0.005343808,0.00031421869061887264,0.004852479,0.005697579,0.009631064,0.0005673549021594226,0.008748229,0.010272177,8.667957410216331e-08
1,QUANTIZE,0.000765,1.802165,0.0006433908129110932,1.7999095,1.80411,0.0057301563,0.0002013529447140172,0.0050015906,0.006098568,0.010326673,0.000362423132173717,0.009010616,0.01098756,7.89990505669266e-06
2,PAD,0.000853,1.8023686,0.0006454446702264249,1.8002756,1.8047687,0.006433617,0.00029888414428569376,0.004731624,0.006887761,0.011595736,0.0005384879186749458,0.008526952,0.012415221,9.891163027845324e-06
3,CONV_2D,0.000937,1.8022666,0.000646981701720506,1.8002067,1.8045297,0.0052361935,0.00031371944351121783,0.0046574874,0.006330951,0.0094370125,0.0005653289845213294,0.008397583,0.011404087,8.842480699531733e-06
4,MAX_POOL_2D,8.4e-05,1.802342,0.0005978160770609975,1.800974,1.8039823,0.0062059397,0.0005906897131353617,0.0049551665,0.00704435,0.011185169,0.0010640325490385294,0.008932714,0.012693351,9.39554214477539e-07
5,PAD,0.000334,1.8017753,0.0006540686590597034,1.7999471,1.803743,0.0064734956,0.0004433908616192639,0.004701001,0.0070650456,0.011663763,0.0007986084674485028,0.008471103,0.012727999,3.89569679275155e-06
6,CONV_2D,0.000989,1.8022608,0.0006610469426959753,1.7997231,1.8042572,0.0063349684,0.0002484124852344394,0.0049873083,0.0067477166,0.0114172585,0.00044757546856999397,0.008984827,0.012164437,1.1291668687015772e-05
7,PAD,0.001171,1.8020295,0.0006885771290399134,1.7998222,1.804047,0.0066106645,0.0002990413922816515,0.004809725,0.0070683104,0.011912607,0.0005388031131587923,0.008667142,0.012731179,1.3949662394821642e-05
8,CONV_2D,0.003333,1.8023651,0.0006415637326426804,1.800011,1.8049166,0.006391044,0.00022627515136264265,0.004989409,0.0068263616,0.011518988,0.0004076798213645816,0.008996371,0.01230264,3.8392786427401005e-05
9,PAD,0.001171,1.8022149,0.0006612632423639297,1.8004783,1.8043618,0.006609545,0.0003817725519184023,0.0048026643,0.0072006863,0.011911816,0.0006879640277475119,0.008649554,0.012980726,1.3948736493475734e-05
10,CONV_2D,0.003333,1.8022013,0.0006714545306749642,1.7999449,1.8045387,0.0063561946,0.00021174574794713408,0.005046273,0.0067960066,0.011455135,0.00038143835263326764,0.009093976,0.01224266,3.817996635474265e-05
11,PAD,0.001171,1.8023791,0.000656790507491678,1.8004293,1.8046054,0.006621938,0.00031923121423460543,0.0049311225,0.0071457685,0.0119352285,0.0005751309799961746,0.008886777,0.012879268,1.397615255229175e-05
12,CONV_2D,0.002728,1.8021882,0.0006474377005361021,1.8001647,1.804384,0.006399563,0.00022121774964034557,0.0048443642,0.006869225,0.011533205,0.00039837247459217906,0.008732676,0.01238156,3.146258432418108e-05
13,MAX_POOL_2D,0.000191,1.8023001,0.00060277059674263,1.8004895,1.8040866,0.006315526,0.00046303472481667995,0.00483553,0.0069408384,0.011382412,0.0008337670005857944,0.008712541,0.012511546,2.174040723592043e-06
14,PAD,0.000325,1.8022419,0.0006625215173698962,1.7999508,1.8045759,0.0064413347,0.00047530524898320436,0.0047644945,0.0071367384,0.011608798,0.0008561059948988259,0.008587915,0.012858949,3.7728593684732914e-06
15,CONV_2D,0.001228,1.8020421,0.0006564693176187575,1.7995709,1.8039777,0.0064234543,0.0002480261609889567,0.005066272,0.0068768845,0.011575324,0.00044676949619315565,0.009126531,0.012402367,1.4214498437941074e-05
16,MAX_POOL_2D,0.00019,1.8022969,0.0005974243977107108,1.8007872,1.8039968,0.006144529,0.0003576830495148897,0.0048278966,0.0067548756,0.01107424,0.0006442742305807769,0.008702843,0.012177093,2.1041056606918575e-06
17,AVERAGE_POOL_2D,5.1e-05,1.8021628,0.0006082035251893103,1.8005831,1.8036042,0.0057740044,0.000313670578179881,0.005239546,0.0063062445,0.010405691,0.0005652698455378413,0.009441481,0.011366191,5.306902583688498e-07
18,RESHAPE,6e-06,1.8022455,0.0003365286102052778,1.8017713,1.8027365,0.0052901213,0.00010446606029290706,0.005137834,0.0054076035,0.009534086,0.0001877007307484746,0.009262161,0.0097463755,5.7204516604542733e-08
